"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"999",176899,"food","premium",4.8,1,NA,27.3,2157
"1000",76195,"toys","off_brand",3.9,1,22,52.4,1906
"1001",184256,"health","off_brand",4.1,5,16,19.3,2617
"1002",113640,"toys","off_brand",4.1,4,17,65,2272
"1003",75245,"toys","off_brand",3.1,2,20,60.2,768
"1004",140304,"other","off_brand",3.6,15,13,45.6,2123
"1005",118010,"toys","premium",4.3,9,10,48.6,979
"1006",103627,"health","off_brand",4.4,7,22,33.6,760
"1007",143671,"toys","off_brand",4.5,11,20,NA,1186
"1008",120234,"health","off_brand",4.5,5,19,79.2,853
"1009",247355,"toys","off_brand",4.3,15,28,75,2941
"1010",155784,"health","off_brand",4.6,9,19,78.4,1016
"1011",102888,"food","premium",2.9,9,24,54.8,1157
"1012",118630,"food","off_brand",4,15,20,55.1,928
"1013",195873,"food","off_brand",4.9,4,13,24.7,2163
"1014",97387,"other","off_brand",3.9,14,17,5,1238
"1015",48021,"toys","premium",3.6,6,22,59.7,1344
"1016",146903,"other","premium",4.5,9,15,10,879
"1017",132897,"toys","off_brand",3.9,4,12,23.6,2298
"1018",104521,"toys",NA,4.3,5,8,49.5,1806
"1019",148862,"toys","off_brand",4.8,6,20,80.5,831
"1020",185883,"health","premium",4.4,17,19,18.7,2691
"1021",209656,"toys","premium",4.9,11,13,41,1894
"1022",136099,"toys","off_brand",3.6,1,12,80.7,2648
"1023",104169,"toys","premium",3.9,2,22,106.7,1322
"1024",113168,"health","off_brand",4.8,4,15,77.6,873
"1025",215560,"other","off_brand",3.7,19,27,79.7,3774
"1026",185224,"food","off_brand",4.3,6,16,61,2290
"1027",188198,"toys","premium",4.5,2,NA,60,3106
"1028",134932,"toys","premium",4.6,6,17,60.1,1624
"1029",258175,"toys","premium",4.9,8,NA,37.7,3878
"1030",120288,"health",NA,4.4,13,22,34.6,932
"1031",77434,"toys","off_brand",4.6,2,13,47.8,1209
"1032",189264,"other","off_brand",3.5,5,30,NA,4083
"1033",103076,"other","off_brand",4,12,17,91,1134
"1034",142857,"health","off_brand",4.5,8,32,24.9,1629
"1035",137359,"toys","premium",4.4,12,16,36,1850
"1036",124113,"health","off_brand",4.3,8,29,46.7,1264
"1037",178192,"other",NA,3.8,5,25,35.5,3266
"1038",156891,"health",NA,3.7,1,16,41.3,2832
"1039",108640,"toys","premium",4.4,5,23,61.9,805
"1040",170899,"health","premium",4.8,5,36,44.5,2008
"1041",149536,"health","premium",3.7,2,18,86,2872
"1042",192173,"health","off_brand",4.4,3,29,83.1,2049
"1043",104492,"toys","premium",4.5,0,17,35.3,809
"1044",121780,"toys","off_brand",4.8,1,NA,87.5,1080
"1045",137364,"other","off_brand",4.5,6,12,13.4,945
"1046",143657,"toys","premium",4.6,8,12,78,1586
"1047",153287,"toys","premium",4.6,11,9,88.4,930
"1048",160436,"other","off_brand",4.3,1,22,33.8,2475
"1049",186427,"other","off_brand",4.4,2,20,39.5,2638
"1050",65473,"health","premium",3.7,17,12,75.9,1048
"1051",174904,"toys","premium",4.9,8,19,52.4,1717
"1052",178667,"toys","off_brand",4.8,8,25,42.3,2165
"1053",138428,"food","off_brand",3.7,7,26,31.7,2583
"1054",175357,"other","premium",4.1,5,26,21.1,2647
"1055",228655,"toys","off_brand",4.9,10,26,64.7,1863
"1056",111693,"toys","off_brand",2.8,4,37,18.6,2528
"1057",85026,"health","premium",4.1,2,21,20.5,959
"1058",159873,"health","premium",4.8,4,29,16.3,896
"1059",78699,"other","off_brand",4,8,20,9.3,857
"1060",108011,"other","off_brand",2.4,13,8,29,899
"1061",210317,"health","premium",4,10,20,77.9,2933
"1062",128693,"health","premium",3.7,6,18,5,1016
"1063",145419,"other",NA,3.3,21,28,27.6,3480
"1064",160369,"toys","off_brand",4.6,9,31,62.6,2561
"1065",154051,"health","off_brand",4.4,13,18,19.9,1021
"1066",209249,"food","off_brand",4.8,5,26,77.9,2773
"1067",121207,"toys","off_brand",4.2,10,26,36.1,1772
"1068",110200,"toys","premium",4.1,17,23,62.9,1651
"1069",185590,"health",NA,4.5,14,21,NA,1958
"1070",32442,"toys","off_brand",3.5,6,33,43.1,1081
"1071",111627,"health","premium",3.8,6,10,45.9,1323
"1072",82693,"health","off_brand",4.2,14,10,80.3,661
"1073",172370,"health","off_brand",4.5,10,32,33,2152
"1074",82090,"toys","premium",3.5,7,19,38.5,1714
"1075",136596,"toys","premium",3.7,4,7,43.8,2871
"1076",233647,"health","premium",4.8,14,18,NA,2852
"1077",154478,"health","premium",3.5,3,22,30,3098
"1078",106025,"health","premium",4.2,1,17,66.7,1248
"1079",127866,"health","premium",4.5,4,15,NA,1071
"1080",186883,"health","premium",3.1,5,22,38,3349
"1081",161608,"other","premium",4.6,14,32,16.1,1136
"1082",206520,"toys","premium",4.8,2,22,52.2,2862
"1083",113986,"toys","off_brand",3.2,17,17,33.3,1074
"1084",221852,"other","off_brand",4.7,10,18,69.6,1858
"1085",73944,"other","premium",3.6,3,9,37.5,1348
"1086",74281,"health","premium",4.2,13,23,18.3,822
"1087",208533,"health","off_brand",4.8,11,14,29.9,2523
"1088",251114,"toys","premium",4.9,6,15,60.6,3394
"1089",209550,"health","premium",4.6,17,15,32,2319
"1090",53523,"health","off_brand",2.9,6,23,83.8,1117
"1091",206841,"health","premium",4.7,6,9,34.6,2858
"1092",139774,"food","off_brand",3.9,4,14,75.5,1740
"1093",109824,"health","premium",4.1,17,1,5,603
"1094",126959,"health","off_brand",4.1,4,26,27.8,1418
"1095",153263,"toys","off_brand",4.9,4,27,75.5,888
"1096",98150,"health","off_brand",4.5,5,NA,64.5,1097
"1097",169257,"health","premium",4.8,14,NA,24,1777
"1098",192451,"health","premium",3.8,12,16,22.9,3738
"1099",168965,"food","premium",3,11,25,66.7,3128
"1100",274940,"toys","off_brand",4.8,18,25,52.8,3596
"1101",108311,"toys","premium",4.2,7,28,34.2,682
"1102",95201,"other","premium",4,10,28,60.9,1461
"1103",141022,"food","off_brand",4.1,13,32,60.2,872
"1104",54119,"food","off_brand",3.4,5,19,59.5,566
"1105",92913,"health","off_brand",4.1,2,10,34.5,975
"1106",98592,"toys","premium",4.4,5,NA,85.8,1129
"1107",112339,"toys","premium",4.8,7,23,23.5,942
"1108",138693,"toys","off_brand",4.5,5,4,66.3,1054
"1109",209490,"health","premium",4.3,6,18,48.7,3793
"1110",119478,"health","off_brand",4.6,11,33,60.2,639
"1111",53048,"health","off_brand",3.1,3,19,67.1,1174
"1112",201185,"toys","off_brand",4.3,15,17,82,2615
"1113",198352,"toys","premium",4.7,9,11,34.3,2751
"1114",121089,"health","premium",4.6,17,13,68.9,985
"1115",107253,"health","off_brand",4,1,29,56.1,1930
"1116",104253,"health","off_brand",4.4,1,20,54.4,818
"1117",120929,"toys","off_brand",4.5,6,25,67.4,702
"1118",248210,"health","off_brand",4.7,18,11,5,2500
"1119",122436,"other","off_brand",3.9,7,NA,NA,974
"1120",180074,"health","off_brand",4.2,5,11,18.9,2857
"1121",89795,"food","off_brand",4.1,3,28,59.1,944
"1122",68351,"health","off_brand",4,5,18,53.6,813
"1123",197750,"toys","off_brand",4.7,3,22,53.1,2475
"1124",47470,"health","premium",2.4,2,27,63.7,1091
"1125",286392,"health","off_brand",4.6,8,8,69.3,3671
"1126",110844,"health",NA,3.5,11,NA,NA,1835
"1127",147611,"health","off_brand",4.2,3,17,63.4,935
"1128",156418,"toys","off_brand",4.5,11,27,49,644
"1129",163488,"toys","off_brand",4.9,6,18,61.6,1471
"1130",51837,"other","premium",4,3,12,45,572
"1131",177170,"health","premium",4.5,6,21,23.8,2261
"1132",92590,"health","premium",4.2,12,19,50.3,1281
"1133",174090,"other",NA,4.6,3,21,25.8,1131
"1134",100606,"health","off_brand",4.1,8,25,11.9,1208
"1135",158951,"other","off_brand",3.5,14,19,67.7,2010
"1136",154817,"health","premium",4,4,18,69.4,3391
"1137",131644,"other","off_brand",2.9,5,NA,36.6,1518
"1138",100669,"health","off_brand",4.2,6,28,26.6,1114
"1139",199154,"other","off_brand",4.5,2,24,NA,2918
"1140",219721,"toys","off_brand",4.6,3,NA,6.7,3151
"1141",195042,"food","premium",3.9,4,22,64.4,3083
"1142",156893,"other","off_brand",3.7,3,22,63,3732
"1143",159651,"health","premium",4.7,12,11,27.5,954
"1144",185347,"other","off_brand",4.6,3,23,39,2199
"1145",189538,"health","off_brand",4.5,3,9,56.8,2920
"1146",167997,"toys","premium",4.8,6,20,72.9,1772
"1147",207392,"other","off_brand",3.3,4,20,49.4,3385
"1148",158911,"health","off_brand",4.1,11,12,10.9,1614
"1149",87096,"food","off_brand",3.9,2,22,55.5,959
"1150",80445,"toys","premium",3.9,12,10,39.4,1155
"1151",168538,"toys","off_brand",4.8,2,19,46.8,2003
"1152",123634,"health","off_brand",4.4,18,8,35.3,853
"1153",93373,"other","premium",4.8,8,24,41.6,774
"1154",221884,"health","off_brand",4.5,11,13,29.5,2732
"1155",92979,"food","off_brand",3,12,22,77.6,919
"1156",212851,"food","premium",4.3,10,13,27.2,2834
"1157",174271,"other","off_brand",4,8,25,53.8,2946
"1158",159952,"food","off_brand",3.5,3,18,43.3,2155
"1159",69491,"other","premium",3.5,11,11,43.2,921
"1160",141812,"health","premium",4.9,8,23,21.4,1316
"1161",250532,"toys","premium",4.9,17,17,70.2,2668
"1162",94837,"health","off_brand",4,5,24,68.8,2000
"1163",131323,"health","off_brand",4.2,9,22,52.1,1974
"1164",188695,"toys","premium",4.2,7,15,60.9,2822
"1165",100802,"toys","off_brand",4.2,4,12,81.5,1285
"1166",175903,"food","premium",4.1,0,27,26.6,2257
"1167",121492,"toys","premium",4.5,3,34,63.4,1016
"1168",124614,"health","premium",4.4,2,1,34.8,950
"1169",152178,"toys","premium",4.2,2,21,48.6,2734
"1170",227248,"food","premium",4.7,1,14,25.1,3405
"1171",230348,"toys","off_brand",4.4,14,19,76.8,2594
"1172",89760,"toys","premium",3.9,20,19,23.1,751
"1173",138624,"health","off_brand",4.5,9,11,5,1150
"1174",126291,"other","off_brand",4.4,10,NA,34.3,459
"1175",192138,"health","off_brand",4.7,4,12,60.9,1411
"1176",227302,"health","premium",4.7,24,30,42.3,1535
"1177",115322,"health","off_brand",3.7,2,17,26.7,1869
"1178",162368,"health","premium",4.5,1,19,34.4,2699
"1179",174985,"health","off_brand",4.9,16,8,51.9,1004
"1180",210145,"food","premium",4,5,18,28.1,4379
"1181",176396,"other","off_brand",4.1,14,34,17.4,2479
"1182",186051,"food","premium",4.4,9,19,71.8,2534
"1183",189172,"health","off_brand",4.2,17,24,27.8,2624
"1184",209632,"health","premium",4.9,14,19,31.4,1939
"1185",219085,"toys","off_brand",4.3,2,NA,39,3941
"1186",182379,"health","off_brand",4.8,16,21,69.7,1467
"1187",194167,"toys","premium",4.7,2,15,80.4,2449
"1188",107042,"health","off_brand",4,3,NA,11.5,1114
"1189",198133,"health","off_brand",4.7,10,17,51,2060
"1190",167897,"health","off_brand",3.6,10,29,40,2961
"1191",187586,"toys","premium",4.2,4,20,56.9,3111
"1192",133309,"toys","premium",3.1,2,25,44.6,3408
"1193",109094,"toys","premium",4.1,7,10,33.5,1143
"1194",147756,"toys","off_brand",4.7,2,12,99.8,875
"1195",82549,"toys","off_brand",3.5,2,27,64.8,1706
"1196",130989,"toys","premium",4.6,3,21,47.8,1395
"1197",207440,"toys","off_brand",4.7,15,25,92.5,2740
"1198",70766,"toys","premium",3.5,5,28,31.2,1347
"1199",84600,"toys","off_brand",3.4,4,11,69.1,1723
"1200",203786,"food","premium",4.3,6,24,81.7,2987
"1201",104034,"food","off_brand",3.7,9,24,41.5,1015
"1202",215787,"health","premium",4.6,9,NA,46.4,2865
"1203",96274,"toys","premium",4.1,10,15,63.2,925
"1204",120959,"toys","premium",4.5,4,23,39.2,1191
"1205",224933,"food","premium",4.8,16,17,34.6,1878
"1206",265335,"health","off_brand",4.9,10,19,28,2699
"1207",237932,"toys","off_brand",4.6,11,14,51.9,3283
"1208",76926,"other","off_brand",3.3,12,14,61.5,845
"1209",119893,"health","premium",4.3,4,24,36.1,1709
"1210",133010,"health","off_brand",3.7,8,32,75.8,917
"1211",154376,"health","premium",4.7,20,12,16.1,1090
"1212",150614,"health","off_brand",4.5,8,30,42.3,1181
"1213",149321,"health",NA,4.8,8,23,39.4,1124
"1214",198436,"toys","off_brand",4.5,16,14,50.7,2829
"1215",212630,"food","off_brand",4.7,7,27,52.8,2417
"1216",182007,"toys","premium",4.4,4,21,53.2,2661
"1217",153004,"food","off_brand",4.5,4,30,63.5,865
"1218",87302,"health","premium",3.5,6,NA,5,2000
"1219",80235,"toys","off_brand",4.4,15,22,72.2,704
"1220",228469,"health","premium",4.8,13,10,35,2293
"1221",132041,"toys","off_brand",4.6,9,21,84.1,1009
"1222",223028,"toys","off_brand",4.7,28,22,48.7,2041
"1223",166084,"health","off_brand",4.9,11,12,58.9,1021
"1224",230170,"food","premium",3.9,20,19,46.5,2824
"1225",136055,"health",NA,3.5,7,23,5,3105
"1226",120683,"toys","premium",4.7,7,13,51.9,823
"1227",161792,"food","premium",4.8,1,18,26.1,2173
"1228",148498,"toys","off_brand",4.6,12,24,97.1,1704
"1229",151512,"food","off_brand",4.7,3,20,65.2,866
"1230",230742,"health","off_brand",4.7,18,NA,46.3,2744
"1231",144871,"food","off_brand",4.3,13,18,6.7,1387
"1232",179947,"toys","premium",4.7,1,16,34.9,2436
"1233",153875,"health","premium",4.9,7,24,41.9,997
"1234",223346,"health","premium",4.6,8,33,37.6,3334
"1235",47826,"toys","premium",3.5,17,23,46.2,1033
"1236",118440,"health","off_brand",4.6,8,NA,52.3,757
"1237",121413,"other","off_brand",4.3,3,16,61.8,995
"1238",96358,"other","off_brand",3.7,5,15,50.8,1269
"1239",124855,"food","premium",4.4,5,25,5,952
"1240",45240,"health","premium",3.5,9,NA,75.6,1012
"1241",220723,"food","premium",3.7,12,31,53.8,2673
"1242",137150,"health","premium",4.3,12,18,41.4,1069
"1243",148884,"toys","off_brand",4.6,15,NA,56.6,691
"1244",198099,"health","off_brand",4.9,5,19,42.3,1723
"1245",50845,"health","off_brand",3.7,5,24,58.2,891
"1246",89599,"health","off_brand",4.5,4,22,61.1,467
"1247",214489,"other","premium",4.6,0,25,51.9,3031
"1248",162297,"toys","off_brand",4.4,7,16,51.6,1997
"1249",102247,"food","off_brand",4,6,14,63.3,789
"1250",180589,"health","premium",4.7,8,9,5.6,2199
"1251",89389,"toys",NA,4.3,9,27,27.6,692
"1252",89813,"toys","premium",4.1,4,18,88.2,975
"1253",169431,"food","off_brand",4,14,24,33.5,1878
"1254",221097,"toys","off_brand",4.8,8,19,63.8,3012
"1255",117864,"toys","off_brand",4.4,12,32,72.8,1637
"1256",139115,"health","premium",4.4,6,17,47.3,911
"1257",97355,"toys","off_brand",4.6,13,29,97.3,921
"1258",149131,"food","premium",3.8,21,22,34.6,2306
"1259",97564,"food","premium",4.6,7,19,52.7,950
"1260",118936,"health","premium",3.7,24,13,72.6,1981
"1261",268884,"health",NA,4.9,15,NA,30.6,3192
"1262",135671,"health","off_brand",4.7,3,15,33,1072
"1263",224031,"health","off_brand",4.7,12,15,76.6,2323
"1264",247475,"food","premium",4.8,9,22,73.6,2463
"1265",130137,"health",NA,3.8,2,12,12.4,1684
"1266",111175,"toys","off_brand",4.2,5,15,49.3,1942
"1267",159415,"health","premium",4.1,1,10,35.4,2837
"1268",185706,"other","off_brand",4.8,6,21,81,2180
"1269",68447,"other","premium",3.5,7,16,27.3,1035
"1270",122721,"toys","premium",4.3,5,12,37.7,1935
"1271",135076,"other","premium",4.5,8,26,14,1344
"1272",180340,"toys","off_brand",4.7,18,15,44.6,1175
"1273",208573,"health","off_brand",4.4,6,33,34.6,2965
"1274",182598,"other","off_brand",4.2,8,7,30.3,2417
"1275",232565,"health","off_brand",4.8,6,8,70.5,2610
"1276",202796,"toys","premium",4.5,6,19,52.5,2629
"1277",69358,"toys","off_brand",3.4,3,18,56.1,1144
"1278",106104,"other","premium",4.5,11,14,46.4,895
"1279",156062,"toys","premium",4.2,7,18,29.3,3141
"1280",146610,"health","off_brand",4.9,1,33,52,1708
"1281",82084,"health","premium",3.6,2,5,47.8,1567
"1282",104206,"toys","off_brand",4.7,5,24,37.3,961
"1283",198641,"food","off_brand",4.1,2,20,87.1,2772
"1284",109670,"health","off_brand",4.2,12,20,12,1194
"1285",63645,"health","premium",4.3,3,23,26.7,1028
"1286",304493,"health","off_brand",4.8,20,3,41.4,3626
"1287",124308,"toys","off_brand",4.3,5,NA,63.7,1626
"1288",151415,"health","off_brand",3.8,10,25,41.2,2234
"1289",176769,"food","off_brand",4.4,14,16,23.3,1211
"1290",157924,"toys","off_brand",4.7,7,25,101.9,1239
"1291",124933,"toys","off_brand",3.7,8,15,76.3,1312
"1292",153415,"other","off_brand",4.4,4,12,80,1939
"1293",181637,"other","premium",4.5,3,12,51.9,2174
"1294",195873,"toys","off_brand",4.9,4,25,91.7,2943
"1295",122294,"food","off_brand",3.1,13,14,62.9,1050
"1296",70923,"health","off_brand",3.7,12,14,30.4,1032
"1297",146841,"other","off_brand",4.4,5,28,18.6,1001
"1298",148770,"health","premium",3.7,2,20,7.3,2807
"1299",171121,"toys","off_brand",4.2,13,20,43.3,1802
"1300",96519,"other","off_brand",4.1,10,12,14.1,730
"1301",179426,"health",NA,4.3,4,NA,34.1,2734
"1302",216237,"health","off_brand",4.3,19,24,59.9,3319
"1303",133210,"toys","off_brand",4,6,21,63.7,2840
"1304",244981,"food","off_brand",4.6,15,NA,43.6,2446
"1305",78813,"health","off_brand",3.9,4,22,49.5,1048
"1306",69443,"toys","premium",3.7,2,23,29.2,1503
"1307",155870,"health","off_brand",4.7,13,NA,78.1,946
"1308",172757,"health","off_brand",4.6,22,16,79.8,951
"1309",224564,"toys",NA,4.6,15,28,62.8,3101
"1310",93478,"health","premium",3.8,5,8,52.1,947
"1311",114389,"health",NA,4.7,2,17,38.9,474
"1312",210498,"food","premium",4.4,10,9,NA,2574
"1313",150875,"other","premium",4.7,13,15,16.8,941
"1314",172421,"toys","premium",4.3,4,NA,32.4,2277
"1315",128063,"health","off_brand",4.5,14,22,9.9,1280
"1316",52654,"toys","premium",2.4,6,23,49.9,1094
"1317",181384,"toys","premium",4,1,6,58.7,3530
"1318",170943,"other","off_brand",4.6,2,23,32.3,1370
"1319",192654,"food","off_brand",3.9,5,11,67.2,2123
"1320",275774,"toys","premium",4.5,11,12,49.9,4867
"1321",33553,"health","off_brand",4.3,2,29,14.3,962
"1322",136377,"toys","premium",4.5,13,15,57.6,933
"1323",201482,"health","off_brand",4.2,19,22,82.8,2849
"1324",64481,"toys","off_brand",3.7,2,24,58.4,1844
"1325",142396,"health","off_brand",3.6,4,18,50.3,1867
"1326",274975,"health","off_brand",4.9,4,21,26.7,3655
"1327",173696,"health","off_brand",3.9,12,19,55.4,2551
"1328",86376,"other","off_brand",3.5,5,10,59.8,1099
"1329",103060,"toys","off_brand",3.9,10,29,48.5,1818
"1330",153655,"toys","off_brand",4.1,11,26,75.7,2760
"1331",179104,"toys","off_brand",4.5,5,16,67.8,2385
"1332",63122,"toys","premium",3.6,10,30,28.7,1025
"1333",101667,"toys","premium",4.3,4,24,33.2,970
"1334",216386,"other","off_brand",4.7,24,12,49.2,1197
"1335",95691,"toys","premium",4,2,24,27,2331
"1336",49972,"toys","off_brand",3.5,4,15,44.8,918
"1337",82830,"health","off_brand",4,8,18,72.7,1078
"1338",162630,"toys","premium",3.9,8,23,53.8,2419
"1339",124575,"toys","off_brand",3.8,3,16,91,1419
"1340",183607,"health","premium",4.7,13,30,36.3,2720
"1341",182705,"health","off_brand",3.7,9,18,45.3,2742
"1342",179248,"toys","premium",4.6,8,22,18.5,2685
"1343",134916,"food","premium",4.3,11,20,57.4,973
"1344",95445,"health","off_brand",4.3,6,25,31.2,739
"1345",94858,"other","off_brand",4.1,5,19,59.7,800
"1346",69964,"health","off_brand",2.7,2,22,41.7,885
"1347",32106,"toys","off_brand",2.8,3,24,41.6,948
"1348",73694,"toys","off_brand",3.4,3,19,90.2,1955
"1349",65126,"health","off_brand",3.3,7,23,33.2,1203
"1350",88714,"toys","premium",4,3,12,44,895
"1351",113584,"toys","off_brand",4.1,8,27,87.7,1672
"1352",86184,"health","premium",4.3,2,22,12.8,956
"1353",137857,"health","off_brand",3.9,12,NA,25.9,1987
"1354",266912,"food","off_brand",4.6,9,14,86,3271
"1355",63254,"toys",NA,3.9,6,38,53.2,1191
"1356",155552,"health","premium",4.8,8,17,57.8,1185
"1357",172143,"toys","off_brand",4.7,5,24,75.4,3090
"1358",165187,"toys","off_brand",3,14,30,38.5,2980
"1359",103187,"toys","off_brand",4.3,7,22,79.1,1632
"1360",147957,"toys","off_brand",4.6,2,15,24.2,1564
"1361",137420,"other","off_brand",3.1,2,32,62.4,2561
"1362",169547,"toys","premium",3.7,10,21,48.1,3593
"1363",49431,"toys","premium",3.5,3,19,51.1,613
"1364",255836,"food","off_brand",4.1,31,26,57.2,3115
"1365",156570,"health","off_brand",4.4,4,29,21.7,2973
"1366",203715,"toys","off_brand",4.6,20,28,68,2124
"1367",123500,"health","off_brand",4.8,10,25,39,1024
"1368",146678,"food","off_brand",4.6,12,16,24.1,702
"1369",115336,"food","off_brand",3.2,3,13,58.2,1353
"1370",244563,"health","premium",4.7,17,3,17,2488
"1371",54354,"health","premium",3.4,6,NA,38.9,869
"1372",160008,"toys","premium",3.8,12,20,74.8,2672
"1373",56584,"toys","off_brand",3.4,4,17,50.2,887
"1374",213304,"health","premium",4.3,10,NA,57.1,3213
"1375",155135,"health","off_brand",4.1,5,19,33.3,2163
"1376",138170,"toys","off_brand",4.1,24,18,19.7,1574
"1377",125247,"health","premium",4.5,5,28,61.8,800
"1378",141401,"health","off_brand",4,7,26,56.3,2347
"1379",121560,"health","premium",4.3,11,15,74.3,992
"1380",103879,"health","premium",4.6,9,25,25.9,946
"1381",187603,"other","off_brand",4.8,7,19,37.5,1234
"1382",220224,"health","premium",4.6,4,20,65.7,3548
"1383",97474,"toys","premium",3,19,15,52.8,1212
"1384",158420,"toys","off_brand",4.6,8,25,96,1305
"1385",98226,"health","premium",4,13,16,29.6,1995
"1386",196329,"toys","off_brand",4.3,3,21,93.1,3423
"1387",130498,"toys","off_brand",4.2,8,21,55.8,2566
"1388",185388,"toys","premium",4.4,7,7,12,2391
"1389",175404,"toys","premium",4.5,4,20,26.7,3337
"1390",43988,"toys","premium",2.9,194,17,5,749
"1391",151350,"health","off_brand",4.7,6,NA,82.7,922
"1392",109469,"toys","premium",3.8,8,15,29.7,2439
"1393",91615,"health","premium",4.4,6,30,13.5,1203
"1394",148417,"toys","off_brand",4.5,13,18,56.2,1941
"1395",83545,"toys","off_brand",4.4,5,20,100,977
"1396",139730,"other","off_brand",4.3,10,26,48,1746
"1397",140153,"food",NA,4.3,3,17,45.7,1956
"1398",112390,"health","off_brand",4.4,6,23,5.2,848
"1399",142394,"health","off_brand",4.9,6,NA,70.6,944
"1400",179571,"health","off_brand",4.5,5,20,59.7,2131
"1401",127156,"health","premium",4,14,23,34.1,1497
"1402",155801,"other","off_brand",4.2,7,NA,74.2,2599
"1403",128277,"other","off_brand",4.4,2,NA,46.4,1006
"1404",78121,"health","premium",3.2,6,18,46.9,1696
"1405",180589,"toys",NA,3.5,11,28,49.1,3189
"1406",118000,"other","premium",4.2,12,24,15.1,758
"1407",227735,"food","off_brand",4.7,23,21,55.3,2294
"1408",164041,"toys","off_brand",4.8,8,30,73.7,813
"1409",162512,"other","off_brand",2.7,6,21,62.5,3095
"1410",142294,"health","off_brand",2.6,5,14,51.7,3122
"1411",125337,"other",NA,4.2,16,18,63.2,1158
"1412",207792,"health","premium",4.1,14,19,60.3,3011
"1413",123600,"other","off_brand",4.7,8,26,65.5,940
"1414",243744,"food","off_brand",4.6,7,29,32.8,3640
"1415",277803,"health","off_brand",4.5,24,13,63.4,3961
"1416",192787,"toys","off_brand",4.7,2,12,46.2,1176
"1417",117072,"toys","premium",4,13,NA,32.2,1762
"1418",195444,"health","off_brand",4.4,6,20,86.4,2965
"1419",83244,"toys","premium",3.8,3,14,36.6,1359
"1420",26869,"toys","premium",2.7,5,22,30,599
"1421",256466,"health","off_brand",4.9,13,23,51.4,2523
"1422",12008,"toys","off_brand",3.4,1,20,38.5,1124
"1423",169013,"health","off_brand",4.6,18,21,NA,1166
"1424",149034,"other","off_brand",4.4,2,15,18.6,1642
"1425",157254,"health","premium",4,14,28,39.7,1562
"1426",156125,"toys","premium",4.8,5,18,84,2625
"1427",260445,"food",NA,4.9,9,27,36,2672
"1428",65001,"health","premium",3.9,16,23,34.2,1113
"1429",219676,"other","premium",4.6,7,25,44.7,3735
"1430",24586,"toys","off_brand",3.5,9,23,61.1,859
"1431",160019,"other","off_brand",4.4,9,24,70.3,1742
"1432",78144,"health","off_brand",4.3,9,23,78,1211
"1433",117033,"health","off_brand",4.4,9,13,35.4,578
"1434",101919,"health","off_brand",4.2,5,25,49.6,963
"1435",156125,"toys","off_brand",4.8,15,29,41.5,910
"1436",125566,"food","premium",4,17,16,15,909
"1437",162051,"toys","premium",4.7,5,16,61.8,2200
"1438",189658,"other","off_brand",4.5,17,16,42.6,1644
"1439",124730,"health","premium",4.1,2,16,54.1,1674
"1440",113082,"toys","off_brand",3.6,13,15,41.9,1012
"1441",170825,"food","premium",4.3,6,16,24.9,2770
"1442",87548,"health","premium",4.2,6,20,59.2,879
"1443",147887,"toys","premium",4.7,16,27,60.4,1255
"1444",106105,"toys","premium",4.5,1,19,46.1,832
"1445",153381,"health","off_brand",4.7,10,28,22.3,912
"1446",111248,"toys","premium",2.7,18,28,55.8,1900
"1447",171257,"health","off_brand",4.7,14,23,42.5,1078
"1448",107976,"health","off_brand",4.2,7,36,42.9,1191
"1449",133068,"toys","off_brand",4.1,7,30,100.8,1908
"1450",139970,"toys","off_brand",3.1,2,27,52.1,2767
"1451",203615,"other","premium",4.2,9,17,20.5,3059
"1452",48918,"toys","off_brand",3,4,25,82.8,1573
"1453",156406,"food","premium",4.5,10,17,84.4,811
"1454",84336,"other","off_brand",3.9,17,20,72.8,780
"1455",143262,"toys","off_brand",4.1,4,25,38.5,2493
"1456",172148,"toys","off_brand",4.6,24,NA,47.4,1053
"1457",134144,"health","off_brand",4.5,5,24,25.6,1132
"1458",179386,"health","off_brand",4.5,8,33,48,2229
"1459",128485,"health","off_brand",4.4,6,10,47.2,1066
"1460",164205,"toys",NA,3.2,2,16,55.1,3490
"1461",258868,"health","off_brand",4.8,11,30,39.2,3287
"1462",130268,"health","off_brand",4,22,26,77.1,733
"1463",124273,"health","premium",3.9,7,NA,57.1,2525
"1464",133739,"toys","premium",4.3,4,NA,31.1,2747
"1465",58831,"other","premium",3.7,7,28,36.6,1079
"1466",123893,"health",NA,4.7,4,28,40.6,1790
"1467",131965,"toys","premium",4.6,11,17,59.5,1134
"1468",155919,"food","off_brand",4.1,7,23,34.3,825
"1469",156804,"other","premium",3.2,18,28,28.3,2692
"1470",248992,"food","premium",4.7,6,1,75.5,2995
"1471",241068,"toys","off_brand",4.5,7,23,24.5,3767
"1472",207569,"food","premium",3.7,10,14,34.3,3765
"1473",108508,"toys",NA,4.7,8,24,76.1,619
"1474",110395,"toys","off_brand",3.7,3,28,50.7,1550
"1475",96348,"toys","premium",3.5,0,9,35.3,1909
"1476",92560,"toys","off_brand",4,6,28,51.9,1072
"1477",215406,"other","off_brand",4.2,3,9,38.9,3107
"1478",199002,"toys","premium",4.7,11,21,47.9,2443
"1479",173760,"health","premium",4.2,3,12,22.7,2797
"1480",87263,"other","premium",3.3,3,24,15.5,1888
"1481",129959,"health","premium",3.1,1,9,27.3,3291
